"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Sex","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","an","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Minerals","Manganese","Manganèse",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"3","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for manganese",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3419","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"10","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,1","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"20","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,2","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"30","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,25","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"45","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,4","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"65","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0,5","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"65","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0.6","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"65","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0.6","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Molybdenum","Molybdène",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"65","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for molybdenum",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2013.3333","NA",,,"0.6","mg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Phosphore",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 ans","1","1","Garçons/Filles",,,,,"160","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Phosphore",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"250","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Phosphore",,"Enfants","Enfants","4","10","4–10","y","4-10 ans","1","1","Garçons/Filles",,,,,"440","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Phosphore",,"Enfants","Enfants","11","17","11–17","y","11-17 ans","1","1","Garçons/Filles",,,,,"640","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Phosphore",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"550","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Phosphore",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"550","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Phosphorus","Phosphore",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"550","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","
Scientific Opinion on Dietary Reference Values for phosphorus",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4185","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"750","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"800","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"1100","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"1800","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"2700","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"3500","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"3500","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Femmes enceintes","Femmes enceintes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"3500","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Potassium","Potassium",,"Femmes allaitantes","Femmes allaitantes","18","60","18-60","y","≥ 18 ans","0","1","Femmes",,,,,"4000","mg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Sélénium",,"Nourrissons","Nourrissons","7","11","7–11","mo","7-11 mois","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Sélénium",,"Enfants","Enfants","1","3","1–3","y","1-3 ans","1","1","Garçons/Filles",,,,,"15","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"60","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Sélénium",,"Enfants","Enfants","4","6","4–6","y","4-6 ans","1","1","Garçons/Filles",,,,,"20","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"90","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Sélénium",,"Enfants","Enfants","7","10","7–10","y","7-10 ans","1","1","Garçons/Filles",,,,,"35","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"130","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Sélénium",,"Enfants","Enfants","11","14","11–14","y","11-14 ans","1","1","Garçons/Filles",,,,,"55","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"200","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Sélénium",,"Enfants","Enfants","15","17","15–17","y","15-17 ans","1","1","Garçons/Filles",,,,,"70","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"250","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Sélénium",,"Adultes","Adultes","18","999","18–99","y","≥ 18 ans","1","1","Hommes/Femmes",,,,,"70","μg/jour","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"300","μg/jour","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
