Classification;Name;Translated;Forms;Target population;Target population Description;From Age;To Age;Age range;Age Unit;Age displayed;Male;Female;Sex;SSI;SSI Unit;Additional information related to SSI results;AIs;AIs Unit;ARs;ARs Unit;ARs alt;ARs alt Unit;PRIs;PRIs Unit;RI;RI Unit;YEAR;AUTHOR;Scientific Opinion on DRV;DOI;Scientific Opinion AR/PRI or AI or RI LINK;Additional information related to AR/PRI or AI or RI results;Additional information 2;Criteria used to set DRVs;UL;UL Unit;Scientific Opinion on the Tolerable Upper Intake Level ;Scientific Opinion UL LINK;Additional information related to UL results;Note for the webtool developer
Minerals;Iodine;Јод;;Деца и адолесценти;Деца и адолесценти;15;17;15–17;a;15-17 години;1;1;Мажи/Жени;;;;130;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;500;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;1;Мажи/Жени;;;;150;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;600;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;200;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;600;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iodine;Јод;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;200;μg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for folate;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3660;NA;;;600;μg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;NA;;8;mg / ден;;;11;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Деца и адолесценти;Деца и адолесценти;1;6;1–6;a;1-6 години;1;1;Мажи/Жени;;;;NA;;5;mg / ден;;;7;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Деца и адолесценти;Деца и адолесценти;7;11;7–11;a;7-11 години;1;1;Мажи/Жени;;;;NA;;8;mg / ден;;;11;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Деца и адолесценти;Деца и адолесценти;12;17;12–17;a;12-17 години;1;0;Мажи;;;;NA;;8;mg / ден;;;11;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Деца и адолесценти;Деца и адолесценти;12;17;12–17;a;12-17 години;0;1;Жени;;;;NA;;7;mg / ден;;;13;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Возрасни;Жени во предменопауза;18;59;18-59;a;≥ 18 години;0;1;Жени;;;;NA;;7;mg / ден;;;16;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;За жените во предменопауза (вклучувајќи ги и доилките и бремените жени), PRI ги опфаќа потребите на околу 95% од жените;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Возрасни;Жени во постменопауза;40;999;40-99;a;≥ 40 години;0;1;Жени;;;;NA;;6;mg / ден;;;11;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;0;Мажи;;;;NA;;6;mg / ден;;;11;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;7;mg / ден;;;16;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;За жените во предменопауза (вклучувајќи ги и доилките и бремените жени), PRI ги опфаќа потребите на околу 95% од жените;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Iron;Железо;;Доилки;Доилки;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;NA;;7;mg / ден;;;16;mg / ден;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for iron;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4254;За жените во предменопауза (вклучувајќи ги и доилките и бремените жени), PRI ги опфаќа потребите на околу 95% од жените;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;NA;
Minerals;Magnesium;Магнезиум;;Доенчиња;Доенчиња;7;11;7–11;mo;7-11 месеци;1;1;Мажи/Жени;;;;80;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
Minerals;Magnesium;Магнезиум;;Деца и адолесценти;Деца и адолесценти;1;2;1–2;a;1-2 години;1;1;Мажи/Жени;;;;170;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
Minerals;Magnesium;Магнезиум;;Деца и адолесценти;Деца и адолесценти;3;3;3;a;3 години;1;1;Мажи/Жени;;;;230;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;ND;;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;;
Minerals;Magnesium;Магнезиум;;Деца и адолесценти;Деца и адолесценти;4;9;4–9;a;4-9 години;1;1;Мажи/Жени;;;;230;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;250;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
Minerals;Magnesium;Магнезиум;;Деца и адолесценти;Деца и адолесценти;10;17;10–17;a;10-17 години;1;0;Мажи;;;;300;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;250;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
Minerals;Magnesium;Магнезиум;;Деца и адолесценти;Деца и адолесценти;10;17;10–17;a;10-17 години;0;1;Жени;;;;250;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;250;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
Minerals;Magnesium;Магнезиум;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;1;0;Мажи;;;;350;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;250;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
Minerals;Magnesium;Магнезиум;;Возрасни;Возрасни;18;999;18–99;a;≥ 18 години;0;1;Жени;;;;300;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;250;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
Minerals;Magnesium;Магнезиум;;Бремени жени;Бремени жени;18;60;18-60;a;≥ 18 години;0;1;Жени;;;;300;mg / ден;NA;;;;NA;;NA;;2006;Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies;Scientific Opinion on Dietary Reference Values for magnesium;;https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2015.4186;NA;;;250;mg / ден;Tolerable Upper Intake Levels for Vitamins and Minerals;https://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf;"UL се однесува на лесно растворливите Mg соли (пр хлорид, сулфат, аспартат, лактат) и соединенија како MgO во додатоците на храна, вода или како додатоци во исхраната; тоа не го вклучува Mg природно присутен во храна и пијалаци";
