"Classification","Name","Translated","Forms","Target population","Target population Description","From Age","To Age","Age range","Age Unit","Age displayed","Male","Female","Lytis","SSI","SSI Unit","Additional information related to SSI results","Scientific Opinion SSI LINK","AIs","AIs Unit","ARs","ARs Unit","ARs alt","ARs alt Unit","PRIs","PRIs Unit","RI","RI Unit","YEAR","AUTHOR","Scientific Opinion on DRV","DOI","Scientific Opinion AR/PRI or AI or RI LINK","Additional information related to AR/PRI or AI or RI results","Additional information 2","Criteria used to set DRVs","UL","UL Unit","Scientific Opinion on the Tolerable Upper Intake Level ","Scientific Opinion UL LINK","Additional information related to UL results","Note for the webtool developer"
"Minerals","Potassium","Kalis",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"4000","mg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Dietary reference values for potassium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2016.4592","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"15","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"15","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"60","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"20","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"90","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"35","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"130","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"55","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"200","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","1","Vyrai/Moterys",,,,,"70","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"250","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Suaugę","Suaugę","18","999","18–99","y","≥ 18 metų","1","1","Vyrai/Moterys",,,,,"70","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"300","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Nėščios moterys","Nėščios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"70","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"300","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Selenium","Selenas",,"Žindančios moterys","Žindančios moterys","18","60","18-60","y","≥ 18 metų","0","1","Moterys",,,,,"85","μg/day","NA",,,,"NA",,"NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for selenium",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3846","NA",,,"300","μg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Sodium","Natris",,"Kūdikiai","Kūdikiai",7,11,"7–11","mo","7-11 mėnesių",1,1,"Vyrai/Moterys","NA",,,"https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","0,2","g/day","NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Sodium","Natris",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai",1,1,"Vyrai/Moterys","1,1","g/day","Ši vertė laikoma saugia ir pakankama natrio norma, atitinkančia suaugusiesiems nustatytą referencinę vertę.","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Sodium","Natris",,"Vaikai ir paaugliai","Vaikai ir paaugliai",4,6,"4–6","y","4-6 metai",1,1,"Vyrai/Moterys","1,3","g/day","Ši vertė laikoma saugia ir pakankama natrio norma, atitinkančia suaugusiesiems nustatytą referencinę vertę.","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Sodium","Natris",,"Vaikai ir paaugliai","Vaikai ir paaugliai",7,10,"7–10","y","7-10 metų",1,1,"Vyrai/Moterys","1,7","g/day","Ši vertė laikoma saugia ir pakankama natrio norma, atitinkančia suaugusiesiems nustatytą referencinę vertę.","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Sodium","Natris",,"Vaikai ir paaugliai","Vaikai ir paaugliai",11,17,"11–17","y","11-17 metų",1,1,"Vyrai/Moterys",2,"g/day","Ši vertė laikoma saugia ir pakankama natrio norma, atitinkančia suaugusiesiems nustatytą referencinę vertę.","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Sodium","Natris",,"Suaugę","Suaugę",18,999,"18–99","y","≥ 18 metų",1,1,"Vyrai/Moterys",2,"g/day","Ši vertė laikoma saugia ir pakankama natrio norma, atitinkančia suaugusiesiems nustatytą referencinę vertę.","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Sodium","Natris",,"Nėščios moterys","Nėščios moterys",18,60,"18-60","y","≥ 18 metų",1,1,"Vyrai/Moterys",2,"g/day","Ši vertė laikoma saugia ir pakankama natrio norma, atitinkančia suaugusiesiems nustatytą referencinę vertę.","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Sodium","Natris",,"Žindančios moterys","Žindančios moterys",18,60,"18-60","y","≥ 18 metų",1,1,"Vyrai/Moterys",2,"g/day","Ši vertė laikoma saugia ir pakankama natrio norma, atitinkančia suaugusiesiems nustatytą referencinę vertę.","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA",,"NA",,,,"NA",,"NA",,2019,"EFSA Panel on Dietetic Products, Nutrition, and Allergies (NDA)","Scientific Opinion on Dietary Reference Values for sodium","10.2903/j.efsa.2019.5778","https://efsa.onlinelibrary.wiley.com/doi/full/10.2903/j.efsa.2019.5778","NA","NA",,"NA",,,,,
"Minerals","Zinc","Cinkas",,"Kūdikiai","Kūdikiai","7","11","7–11","mo","7-11 mėnesių","1","1","Vyrai/Moterys",,,,,"NA",,"2,4","mg/day",,,"2,9","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Kūdikių atveju, dalinis cinko įsisavinimas, į kurį buvo atsižvelgiama nustatant gyventojų suvartotinų maistinių medžiagų kiekių vertes, buvo paremtas mišrios mitybos racionų, kuriuose, tikėtina, yra nevienodi fitatų kiekiai, duomenimis. Todėl su maistu suvartojamas fitatų kiekis nebuvo koreguojamas",,,"ND",,"Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","1","3","1–3","y","1-3 metai","1","1","Vyrai/Moterys",,,,,"NA",,"3,6","mg/day",,,"4,3","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Vaikų atveju, dalinis cinko įsisavinimas, į kurį buvo atsižvelgiama nustatant gyventojų suvartotinų maistinių medžiagų kiekių vertes, buvo paremtas mišrios mitybos racionų, kuriuose, tikėtina, yra nevienodi fitatų kiekiai, duomenimis. Todėl su maistu suvartojamas fitatų kiekis nebuvo koreguojamas",,,"7"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","4","6","4–6","y","4-6 metai","1","1","Vyrai/Moterys",,,,,"NA",,"4,6","mg/day",,,"5,5","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Vaikų atveju, dalinis cinko įsisavinimas, į kurį buvo atsižvelgiama nustatant gyventojų suvartotinų maistinių medžiagų kiekių vertes, buvo paremtas mišrios mitybos racionų, kuriuose, tikėtina, yra nevienodi fitatų kiekiai, duomenimis. Todėl su maistu suvartojamas fitatų kiekis nebuvo koreguojamas",,,"10"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","7","10","7–10","y","7-10 metų","1","1","Vyrai/Moterys",,,,,"NA",,"6,2","mg/day",,,"7,4","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Vaikų atveju, dalinis cinko įsisavinimas, į kurį buvo atsižvelgiama nustatant gyventojų suvartotinų maistinių medžiagų kiekių vertes, buvo paremtas mišrios mitybos racionų, kuriuose, tikėtina, yra nevienodi fitatų kiekiai, duomenimis. Todėl su maistu suvartojamas fitatų kiekis nebuvo koreguojamas",,,"13"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","11","14","11–14","y","11-14 metų","1","1","Vyrai/Moterys",,,,,"NA",,"8,9","mg/day",,,"10,7","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Vaikų atveju, dalinis cinko įsisavinimas, į kurį buvo atsižvelgiama nustatant gyventojų suvartotinų maistinių medžiagų kiekių vertes, buvo paremtas mišrios mitybos racionų, kuriuose, tikėtina, yra nevienodi fitatų kiekiai, duomenimis. Todėl su maistu suvartojamas fitatų kiekis nebuvo koreguojamas",,,"18"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","1","0","Vyrai",,,,,"NA",,"11,8","mg/day",,,"14,2","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Vaikų atveju, dalinis cinko įsisavinimas, į kurį buvo atsižvelgiama nustatant gyventojų suvartotinų maistinių medžiagų kiekių vertes, buvo paremtas mišrios mitybos racionų, kuriuose, tikėtina, yra nevienodi fitatų kiekiai, duomenimis. Todėl su maistu suvartojamas fitatų kiekis nebuvo koreguojamas",,,"22"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Vaikai ir paaugliai","Vaikai ir paaugliai","15","17","15–17","y","15-17 metų","0","1","Moterys",,,,,"NA",,"9,9","mg/day",,,"11,9","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Vaikų atveju, dalinis cinko įsisavinimas, į kurį buvo atsižvelgiama nustatant gyventojų suvartotinų maistinių medžiagų kiekių vertes, buvo paremtas mišrios mitybos racionų, kuriuose, tikėtina, yra nevienodi fitatų kiekiai, duomenimis. Todėl su maistu suvartojamas fitatų kiekis nebuvo koreguojamas",,,"22"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Suaugę","Suaugę (LPI 300 mg/day)","18","999","18–99","y","≥ 18 metų","1","0","Vyrai (LPI 300 mg/day)",,,,,"NA",,"7,5","mg/day",,,"9,4","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Suaugusių asmenų atveju vidutiniai poreikiai  ir gyventojų suvartotinų maistinių medžiagų kiekių vertės pateikiamos pagal keturis su maistu suvartojamų fitatų lygius : 300, 600, 900 ir 1,200 miligramų / per dieną",,,"25"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Suaugę","Suaugę (LPI 600 mg/day)","18","999","18–99","y","≥ 18 metų","1","0","Vyrai (LPI 600 mg/day)",,,,,"NA",,"9,3","mg/day",,,"11,7","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Suaugusių asmenų atveju vidutiniai poreikiai  ir gyventojų suvartotinų maistinių medžiagų kiekių vertės pateikiamos pagal keturis su maistu suvartojamų fitatų lygius : 300, 600, 900 ir 1,200 miligramų / per dieną",,,"25"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
"Minerals","Zinc","Cinkas",,"Suaugę","Suaugę (LPI 900 mg/day)","18","999","18–99","y","≥ 18 metų","1","0","Vyrai (LPI 900 mg/day)",,,,,"NA",,"11","mg/day",,,"14","mg/day","NA",,"2006","Scientific Committee on Food/Scientific Panel on Dietetic Products, Nutrition, Allergies","Scientific Opinion on Dietary Reference Values for zinc",,"https://onlinelibrary.wiley.com/doi/10.2903/j.efsa.2014.3844","Suaugusių asmenų atveju vidutiniai poreikiai  ir gyventojų suvartotinų maistinių medžiagų kiekių vertės pateikiamos pagal keturis su maistu suvartojamų fitatų lygius : 300, 600, 900 ir 1,200 miligramų / per dieną",,,"25"," mg/day","Tolerable Upper Intake Levels for Vitamins and Minerals","http://www.efsa.europa.eu/sites/default/files/assets/ndatolerableuil.pdf","NA",
